1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
14601000401111111111111;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
1460100040;R;45.12;27
1460100040;A;45.12;27
1460100040;R;45.12;27
